time0,amp0,time1,amp1,time2,amp2
596.790075302124,410,282.4668884277344,400,22.898197174072266,400
1172.8200912475586,410,826.5106678009033,411,597.9025363922119,419
1779.8256874084473,410,1401.4973640441895,410,1173.9001274108887,414
2388.8206481933594,410,1977.466344833374,410,1717.85306930542,412
3002.8204917907715,410,2521.453619003296,411,2325.9048461914062,410
3571.8204975128174,410,3065.5014514923096,411,2901.901960372925,410
4147.814512252808,410,3641.524314880371,411,3501.8985271453857,410
4691.854476928711,410,4249.503612518311,411,4021.8992233276367,410
5299.8223304748535,410,4857.503414154053,410,4629.90140914917,410
5875.8203983306885,410,5464.472770690918,410,5227.844476699829,410
6476.896286010742,410,6040.496349334717,410,5780.928134918213,410
6994.823932647705,410,6616.451740264893,411,6356.896162033081,410
7602.819204330444,410,7160.501003265381,411,6964.915752410889,410
8201.827049255371,410,7768.494606018066,410,7540.906667709351,410
8754.82177734375,410,8344.499588012695,410,8148.899078369141,410
9330.823421478271,410,8945.50633430481,411,8756.900310516357,410
9901.822805404663,409,9464.50424194336,411,9331.977367401123,410
10418.823719024658,409,10071.514129638672,411,9907.902956008911,410
11025.823831558228,409,10670.501708984375,411,10483.906745910645,410
11625.821828842163,410,11223.505973815918,411,11059.911012649536,410
12145.824193954468,410,11799.558162689209,411,11667.900800704956,410
12753.79729270935,411,12407.503128051758,411,12274.906635284424,410
13361.794710159302,411,12982.474088668823,411,12850.87776184082,410
13937.794923782349,411,13590.500593185425,411,13458.901643753052,410
14545.825481414795,411,14169.504165649414,411,14066.890239715576,410
15152.822017669678,411,14742.554664611816,411,14610.889434814453,410
15728.821992874146,411,15350.506067276001,410,15186.906814575195,410
16304.861307144165,411,15926.49793624878,410,15794.907331466675,410
16880.838632583618,410,16470.507383346558,410,16370.922803878784,410
17456.84003829956,410,17046.502828598022,410,16977.914333343506,410
18063.95697593689,410,17618.504285812378,410,17585.845232009888,410
18672.823905944824,411,18166.51749610901,410,18198.90570640564,410
19247.824668884277,411,18709.51509475708,410,18769.906759262085,410
19855.82709312439,411,19285.50624847412,410,19345.91293334961,410
20463.84310722351,411,19893.500566482544,410,19923.842668533325,410
21007.872581481934,411,20501.507997512817,410,20497.874975204468,410
21583.80961418152,411,21109.509706497192,410,21072.911977767944,409
22190.842151641846,411,21684.476613998413,410,21680.912971496582,409
22766.80612564087,411,22260.46633720398,410,22224.867820739746,410
23375.831842422485,411,22804.532766342163,411,22800.889015197754,410
23982.83338546753,411,23380.478858947754,411,23376.906156539917,410
24597.824096679688,411,23988.506078720093,410,23952.903509140015,410
25166.832447052002,411,24564.512252807617,410,24528.842449188232,410
25742.833137512207,411,25172.51706123352,410,25104.92706298828,410
26286.831855773926,411,25780.529975891113,411,25679.92377281189,410
26893.826484680176,411,26391.522884368896,410,26287.91117668152,410
27469.828844070435,411,26963.51718902588,410,26895.909547805786,410
28071.853160858154,411,27571.505069732666,410,27471.91548347473,410
28589.829683303833,411,28147.517681121826,411,28079.907178878784,410
29197.83043861389,411,28691.508293151855,411,28687.912702560425,410
29796.85401916504,411,29234.511613845825,411,29231.90951347351,410
30349.834203720093,410,29810.508728027344,411,29806.91170692444,410
30924.826622009277,410,30418.4832572937,411,30414.912223815918,410
31495.797872543335,410,31026.561737060547,411,30990.891695022583,410
32012.812852859497,410,31634.479999542236,410,31598.864555358887,410
32620.80192565918,411,32210.556507110596,410,32205.910444259644,410
33220.8354473114,411,32786.50951385498,410,32819.85020637512,410
33740.83757400513,411,33329.51283454895,411,33390.91229438782,410
34348.832845687866,411,33937.48140335083,410,33965.88945388794,410
34956.84003829956,410,34513.572216033936,410,34509.91463661194,410
35531.83817863464,410,35114.51721191406,411,35117.91491508484,410
36139.843702316284,410,35633.50868225098,411,35693.928480148315,410
36747.8301525116,411,36241.51802062988,411,36293.91646385193,410
37323.838233947754,411,36839.47420120239,411,36812.9141330719,410
37899.83582496643,411,37393.47767829895,411,37420.92061042786,410
38475.852727890015,411,37968.48917007446,411,38019.909381866455,410
39051.83935165405,411,38576.5700340271,411,38572.908878326416,410
39658.84041786194,411,39152.52232551575,411,39148.88572692871,410
40266.862630844116,410,39761.51895523071,411,39756.895303726196,410
40842.83256530762,410,40368.51978302002,410,40332.9119682312,410
41450.83522796631,410,40988.52562904358,410,40940.88268280029,410
42058.84099006653,409,41552.51860618591,410,41547.90544509888,410
42601.811170578,410,42160.51626205444,410,42123.881340026855,410
43177.83856391907,410,42767.510414123535,410,42699.88298416138,410
43785.808801651,410,43343.51944923401,410,43275.92873573303,410
44361.836194992065,410,43919.5442199707,410,43851.91345214844,410
44969.84148025513,410,44495.521068573,411,44459.9175453186,410
45577.876806259155,410,45071.489095687866,411,45067.88110733032,410
46192.81554222107,410,45679.51679229736,411,45642.926931381226,410
46760.849475860596,410,46286.48567199707,411,46250.91886520386,410
47336.84253692627,410,46862.45369911194,410,46858.93654823303,410
47880.83910942078,410,47470.51811218262,410,47402.9495716095,410
48488.85655403137,410,48078.51576805115,410,47978.91664505005,410
49064.87846374512,410,48622.46251106262,410,48586.928844451904,410
49666.84126853943,410,49198.521852493286,410,49162.875175476074,410
50184.8418712616,410,49806.4820766449,410,49769.92321014404,410
50792.84071922302,410,50381.49333000183,410,50377.95972824097,410
51390.852212905884,410,50989.49456214905,410,50990.89550971985,410
51943.8419342041,410,51597.540616989136,411,51561.91611289978,410
52519.82140541077,410,52210.48021316528,411,52137.92061805725,410
53090.8408164978,410,52781.529664993286,411,52715.95788002014,410
53607.8896522522,410,53357.52248764038,411,53289.9227142334,410
54215.87109565735,410,53934.52453613281,410,53864.92109298706,410
54814.836740493774,410,54508.52084159851,410,54472.90825843811,410
55335.853099823,410,55084.52892303467,410,55016.90077781677,410
55942.854166030884,410,55692.51894950867,410,55592.89813041687,410
56550.82416534424,410,56236.52648925781,410,56168.92170906067,410
57126.84631347656,410,56812.55555152893,411,56743.92652511597,411
57734.846115112305,410,57388.52262496948,411,57319.88883018494,411
58342.84853935242,410,57963.52553367615,411,57895.89715003967,410
58918.84088516235,410,58539.52622413635,411,58471.92573547363,410
59494.85659599304,410,59115.52333831787,411,59079.94508743286,410
60069.85831260681,410,59691.53618812561,411,59687.92462348938,410
60645.82061767578,410,60299.54695701599,411,60263.91267776489,410
61253.87740135193,410,60907.55319595337,411,60871.9277381897,410
61861.84549331665,410,61483.530044555664,411,61478.93714904785,410
62437.86072731018,410,62090.505599975586,411,62022.929191589355,410
63044.819593429565,410,62698.53472709656,411,62599.69758987427,410
63653.8462638855,410,63242.560625076294,411,63206.95161819458,410
64196.84934616089,410,63818.52316856384,411,63782.93180465698,410
64772.815465927124,410,64426.54728889465,410,64390.965938568115,410
65380.88536262512,410,65002.52914428711,410,64998.929262161255,410
65956.84719085693,410,65610.53133010864,410,65611.94324493408,410
66564.85176086426,410,66217.56315231323,411,66181.93078041077,410
67171.85258865356,410,66831.52914047241,411,66757.94243812561,410
67786.82613372803,410,67401.53121948242,411,67301.90134048462,410
68355.85856437683,410,67977.49972343445,411,67909.90495681763,410
68931.85997009277,410,68521.53301239014,411,68485.88705062866,410
69475.85010528564,410,69129.53042984009,411,69086.92574501038,410
70083.85276794434,410,69705.53255081177,411,69605.93295097351,410
70659.85774993896,410,70305.5305480957,411,70212.89825439453,410
71261.85345649719,410,70824.53942298889,411,70811.93256378174,410
71778.85317802429,410,71432.54780769348,411,71364.89129066467,410
72386.82842254639,410,72031.52799606323,411,71940.91486930847,410
72985.78953742981,410,72584.52916145325,411,72548.93565177917,410
73538.8412475586,410,73160.53915023804,411,73124.94850158691,410
74114.81976509094,410,73768.4223651886,411,73732.93209075928,410
74685.85205078125,410,74344.53058242798,411,74339.89357948303,411
75202.85129547119,410,74952.47650146484,411,74915.93432426453,410
75809.85856056213,410,75559.53097343445,411,75491.93525314331,410
76409.85703468323,410,76135.53285598755,411,76067.91639328003,410
76929.85725402832,410,76711.57193183899,411,76643.88489723206,410
77537.8189086914,410,77287.53566741943,411,77251.89781188965,410
78145.85757255554,410,77862.53333091736,411,77859.94267463684,410
78720.89147567749,410,78470.53503990173,410,78434.9296092987,410
79329.86259460449,410,79078.51338386536,410,79042.9413318634,411
79937.85429000854,411,79654.54292297363,410,79650.85887908936,411
80481.85753822327,411,80262.53533363342,410,80194.9098110199,411
81024.85466003418,411,80870.53608894348,411,80770.90072631836,411
81600.8574962616,411,81414.53671455383,411,81377.90536880493,410
82208.85753631592,410,81989.53413963318,411,81953.89938354492,410
82816.85972213745,410,82597.53799438477,411,82561.93947792053,411
83423.8646030426,410,83173.53963851929,411,83169.93713378906,411
83999.86791610718,410,83781.50248527527,411,83782.94062614441,411
84575.86765289307,410,84389.54305648804,411,84353.89828681946,411
85119.87161636353,410,85002.53820419312,411,84929.89253997803,411
85695.86443901062,410,85573.53830337524,411,85506.91890716553,411
86303.86424064636,410,86149.57404136658,411,86080.95240592957,411
86879.86302375793,410,86726.50241851807,411,86656.91137313843,411
87486.86528205872,410,87300.54116249084,411,87264.94193077087,411
88094.86079216003,410,87876.54185295105,411,87808.94136428833,411
88702.85367965698,410,88484.53879356384,411,88384.93990898132,410
89278.86962890625,410,89028.55229377747,411,88960.94226837158,410
89886.86323165894,410,89604.54177856445,411,89536.91267967224,410
90462.86392211914,410,90180.5362701416,411,90111.93943023682,411
91006.82640075684,410,90755.54060935974,411,90687.94250488281,411
91550.8623123169,410,91331.54511451721,411,91263.96799087524,411
92125.86331367493,410,91907.54294395447,411,91871.9253540039,411
92733.89172554016,410,92483.50501060486,411,92479.94375228882,411
93341.91751480103,410,93091.54319763184,411,93055.94277381897,411
93949.86176490784,410,93699.48053359985,411,93663.94805908203,411
94525.86650848389,410,94275.53915977478,411,94270.91455459595,411
95101.82929039001,410,94882.52091407776,411,94814.94498252869,411
95645.88499069214,410,95490.54169654846,412,95390.95067977905,410
96252.8645992279,410,96034.54279899597,412,95998.94285202026,410
96828.87005805969,410,96610.54420471191,411,96574.94187355042,410
97429.8825263977,410,97218.58525276184,411,97182.9936504364,410
97948.8627910614,410,97793.56646537781,411,97790.9505367279,410
98556.87808990479,410,98402.54592895508,411,98403.91421318054,411
99154.86764907837,410,99009.55200195312,411,98973.90913963318,411
99708.8692188263,411,99623.53897094727,411,99549.92127418518,411
100284.86752510071,410,100193.54701042175,411,100093.94478797913,411
100891.83926582336,410,100769.58179473877,411,100701.89428329468,411
101467.83876419067,410,101313.54761123657,411,101276.90768241882,411
102076.86877250671,410,101920.55869102478,411,101877.94089317322,411
102683.87579917908,410,102496.48380279541,411,102397.95780181885,411
103258.8677406311,410,103097.5136756897,411,103004.94956970215,411
103834.86771583557,410,103616.54233932495,411,103603.88326644897,410
104410.87055206299,410,104224.52306747437,411,104156.9128036499,410
104986.84048652649,410,104823.575258255,411,104732.94949531555,410
105594.8748588562,410,105376.50537490845,411,105340.95549583435,410
106202.88944244385,410,105952.53825187683,411,105915.91191291809,410
106778.86152267456,410,106559.54933166504,410,106525.00128746033,410
107386.8727684021,410,107135.54978370667,410,107131.96277618408,409
107993.86835098267,410,107744.54593658447,411,107751.9543170929,410
108537.8680229187,410,108351.5510559082,412,108315.94967842102,410
109113.86680603027,410,108927.52003669739,412,108924.95059967041,410
109721.87662124634,410,109503.55100631714,411,109531.94952011108,410
110297.87135124207,410,110079.5545578003,411,110106.90808296204,410
110905.86829185486,410,110654.54626083374,411,110682.96480178833,410
111513.86952400208,410,111262.55369186401,412,111258.97336006165,410
112125.87571144104,410,111870.54920196533,412,111834.88702774048,410
112696.83504104614,410,112446.55179977417,412,112442.9759979248,410
113272.87006378174,410,113054.55446243286,412,113050.94504356384,410
