time0,amp0,time1,amp1,time2,amp2
0,421.9,0,421.8,0,421.6
0,431.5,0,432.0,0,431.4
1000,431.5,1000,432.0,1000,431.4
2000,431.5,2000,431.8,1000,431.5
2000,431.5,2000,431.6,2000,431.5
3000,431.6,3000,431.7,2000,431.5
3000,431.6,3000,431.2,3000,431.5
4000,431.6,4000,431.4,4000,431.7
5000,431.6,4000,432.3,4000,431.7
5000,431.7,5000,429.4,5000,431.7
6000,431.7,6000,431.9,5000,431.7
6000,431.8,6000,429.4,6000,431.8
7000,431.8,7000,432.1,7000,431.7
8000,431.8,7000,432.0,7000,431.6
8000,431.8,8000,431.9,8000,431.6
9000,431.8,9000,431.8,9000,431.7
9000,431.8,9000,432.0,9000,431.7
10000,431.8,10000,431.9,10000,431.7
10000,431.8,10000,431.9,10000,431.8
11000,431.8,11000,429.0,11000,431.8
12000,431.8,12000,431.8,11000,431.8
12000,431.8,12000,429.5,12000,431.8
13000,431.8,13000,431.9,13000,431.8
13000,431.8,13000,429.7,13000,431.8
14000,431.9,14000,431.7,14000,431.8
15000,431.9,14000,431.9,14000,431.8
15000,431.8,15000,431.9,15000,431.8
16000,432.0,16000,431.8,16000,431.8
16000,432.3,16000,431.6,16000,431.8
17000,432.5,17000,431.6,17000,431.8
18000,432.5,17000,431.7,17000,431.8
18000,432.5,18000,431.0,18000,431.8
19000,432.4,19000,432.4,18000,431.8
19000,432.4,19000,428.8,19000,431.8
20000,432.4,20000,432.0,20000,431.9
21000,432.4,20000,428.9,20000,431.9
21000,432.5,21000,432.4,21000,431.9
22000,432.6,22000,432.2,21000,431.9
22000,432.6,22000,432.1,22000,431.9
23000,432.5,23000,432.1,23000,431.9
23000,432.5,23000,432.0,23000,431.9
24000,432.4,24000,431.8,24000,431.8
24000,432.4,25000,431.9,24000,431.8
25000,432.4,25000,431.8,25000,431.6
26000,432.5,26000,431.8,25000,431.6
26000,432.5,26000,431.5,26000,431.5
27000,432.4,27000,431.4,27000,431.5
