time0,amp0,time1,amp1,time2,amp2
85.25204658508301,400,191.93410873413086,400,413.6645793914795,399
693.2625770568848,411,767.9469585418701,411,957.6210975646973,411
1301.295518875122,411,1375.9403228759766,411,1533.7023735046387,411
1877.2571086883545,411,1983.9422702789307,411,2141.6971683502197,411
2484.3087196350098,411,2527.9433727264404,411,2748.7027645111084,411
3092.2861099243164,411,3102.943181991577,411,3356.703281402588,411
3636.286497116089,411,3710.899591445923,411,3932.6794147491455,411
4212.294578552246,411,4286.947011947632,411,4508.718729019165,411
4820.291996002197,411,4894.944190979004,411,5052.69980430603,411
5396.235704421997,411,5502.9425621032715,411,5660.701274871826,411
6004.302263259888,411,6115.952491760254,412,6236.660957336426,411
6611.290216445923,411,6686.94543838501,412,6837.701082229614,411
7224.326372146606,411,7262.917518615723,412,7355.710029602051,411
7795.292139053345,411,7840.001583099365,412,7963.703155517578,411
8371.29259109497,411,8413.914680480957,412,8561.701774597168,411
8949.227809906006,411,8989.964723587036,412,9115.707874298096,411
9523.273468017578,411,9597.924947738647,412,9691.712856292725,411
10099.3013381958,412,10140.889406204224,411,10299.686431884766,411
10707.33642578125,412,10716.925382614136,411,10875.706911087036,411
11250.27322769165,412,11292.953968048096,411,11483.707666397095,411
11826.289892196655,412,11868.950843811035,411,12090.673685073853,411
12402.294158935547,412,12444.947242736816,411,12666.713237762451,411
12978.294849395752,412,13020.955324172974,411,13242.712259292603,411
13554.305791854858,411,13596.949815750122,411,13818.68028640747,411
14129.303455352783,411,14204.955339431763,411,14393.742322921753,411
14706.269025802612,411,14811.92684173584,411,15001.708030700684,410
15314.290523529053,411,15387.94755935669,411,15609.720230102539,410
15921.300411224365,411,15995.96095085144,412,16185.708999633789,410
16497.29561805725,411,16603.912830352783,412,16793.713331222534,411
17105.254650115967,411,17147.8750705719,412,17401.705980300903,411
17713.29092979431,411,17723.95086288452,412,17945.719242095947,410
18256.296157836914,411,18331.949472427368,412,18520.71213722229,410
18832.294702529907,411,18906.959295272827,412,19128.708362579346,411
19440.30714035034,411,19514.95122909546,412,19704.689741134644,411
20016.29686355591,410,20122.958183288574,412,20312.743186950684,411
20624.306440353394,411,20736.928462982178,412,20920.711755752563,411
21232.295274734497,411,21306.955337524414,412,21533.716917037964,411
21846.29511833191,411,21882.954597473145,412,22104.724168777466,411
22415.295839309692,411,22426.965713500977,412,22680.711269378662,411
22991.30153656006,411,23033.962726593018,412,23257.70902633667,411
23535.338640213013,411,23609.966039657593,412,23831.68864250183,411
24143.321990966797,411,24210.954904556274,413,24407.75752067566,411
24719.303846359253,411,24729.917526245117,413,25015.71774482727,411
25320.228576660156,411,25337.961196899414,413,25559.775352478027,411
25839.298248291016,411,25935.957193374634,413,26135.711908340454,411
26447.216510772705,411,26489.969730377197,413,26711.69948577881,411
27045.302629470825,411,27065.979719161987,412,27286.711931228638,411
27598.30069541931,411,27672.956466674805,412,27862.713098526,411
28174.301147460938,411,28248.968839645386,412,28438.745737075806,411
28782.304048538208,411,28857.97667503357,413,29014.715909957886,411
29358.299016952515,411,29464.953184127808,413,29622.724056243896,411
29966.30311012268,411,30040.96007347107,412,30230.7186126709,411
30574.30338859558,411,30615.89503288269,412,30806.722402572632,411
31149.269104003906,411,31191.970348358154,412,31413.716793060303,411
31725.30508041382,411,31767.96555519104,412,32021.71492576599,411
32301.279067993164,411,32375.95796585083,412,32565.71650505066,411
32877.24184989929,411,32983.96635055542,412,33141.721963882446,411
33485.30459403992,411,33559.95464324951,412,33749.71294403076,411
34093.30463409424,411,34167.96040534973,412,34325.761556625366,411
34669.304847717285,411,34774.961948394775,412,34933.69388580322,411
35277.28009223938,411,35318.957567214966,412,35540.71807861328,411
35884.267807006836,412,35894.962310791016,412,36154.71911430359,411
36428.24482917786,412,36502.97021865845,412,36724.76840019226,411
37004.30345535278,412,37078.97329330444,412,37300.663232803345,411
37612.260818481445,411,37686.965465545654,412,37844.74277496338,411
38188.30633163452,411,38295.000314712524,411,38451.71618461609,411
38796.26703262329,411,38906.968116760254,411,39027.72355079651,411
39404.30784225464,411,39477.98681259155,411,39628.72099876404,411
40016.30187034607,411,40053.956270217896,411,40147.72057533264,411
40587.308406829834,411,40631.967067718506,411,40755.73182106018,411
41163.30790519714,411,41205.95622062683,411,41354.718923568726,411
41741.307973861694,412,41781.981229782104,411,41907.67550468445,411
42315.237283706665,412,42389.96982574463,411,42483.72507095337,411
42890.29622077942,412,42933.98094177246,411,43090.74020385742,411
43498.30603599548,412,43508.96120071411,411,43666.73254966736,411
44042.27352142334,412,44084.96141433716,412,44275.72274208069,411
44618.30687522888,412,44660.97450256348,412,44882.66611099243,411
45194.31805610657,412,45236.98091506958,412,45458.68515968323,411
45770.31683921814,412,45812.96348571777,412,46034.72566604614,411
46346.315145492554,411,46388.92602920532,411,46610.69989204407,411
46922.327280044556,411,46996.9367980957,411,47185.72807312012,411
47497.30610847473,411,47603.92737388611,411,47793.65158081055,411
48105.31759262085,411,48179.94213104248,412,48401.72529220581,411
48713.31524848938,411,48787.96601295471,412,48977.72526741028,411
49289.31760787964,411,49395.95079421997,411,49585.72220802307,411
49897.29452133179,411,49939.9688243866,411,50193.748474121094,411
50505.25450706482,411,50514.96887207031,411,50737.73670196533,411
51049.31306838989,411,51123.942613601685,411,51312.69073486328,411
51624.31502342224,411,51700.00433921814,411,51920.642375946045,412
52232.31887817383,411,52307.04402923584,411,52496.69551849365,411
52809.07583236694,411,52914.9067401886,411,53104.73036766052,411
53416.32556915283,411,53528.931856155396,411,53712.73732185364,411
54024.31321144104,411,54098.934173583984,411,54325.72555541992,411
54637.317180633545,411,54673.95544052124,411,54896.79002761841,411
55208.28890800476,411,55217.97227859497,412,55472.6881980896,411
55783.283710479736,411,55826.93433761597,411,56049.73125457764,411
56327.32439041138,411,56401.95560455322,411,56623.73232841492,411
56935.32109260559,412,57002.947092056274,411,57199.764251708984,411
57511.28172874451,412,57522.01533317566,411,57807.73138999939,411
58112.285137176514,411,58129.99939918518,411,58351.66883468628,411
58630.285024642944,411,58727.94246673584,411,58927.66880989075,411
59239.301681518555,411,59280.98177909851,411,59503.730058670044,411
59837.30959892273,411,59856.93550109863,411,60078.73272895813,411
60390.28310775757,411,60464.97941017151,411,60654.7577381134,411
60966.2823677063,411,61040.97938537598,411,61230.743408203125,411
61574.2883682251,411,61648.97894859314,411,61806.72812461853,411
62150.31027793884,411,62257.001638412476,411,62414.727449417114,411
62758.32271575928,411,62832.97872543335,411,63021.73089981079,411
63365.32163619995,411,63407.97567367554,411,63597.697257995605,411
63941.32971763611,411,63983.980894088745,411,64205.72876930237,411
64517.319440841675,411,64559.97633934021,411,64813.73381614685,411
65093.38331222534,411,65167.97232627869,411,65357.733488082886,411
65669.32368278503,411,65775.9759426117,411,65933.7329864502,411
66277.2605419159,411,66351.94945335388,411,66541.73111915588,411
66885.31279563904,411,66959.97548103333,411,67116.73426628113,411
67460.32357215881,411,67566.90764427185,411,67724.72739219666,411
68068.27855110168,411,68110.97860336304,411,68332.74793624878,411
68676.34534835815,411,68686.9432926178,412,68946.73562049866,411
69220.32356262207,411,69294.97623443604,411,69516.67356491089,411
69796.31757736206,411,69870.97024917603,411,70092.73314476013,411
70404.32357788086,411,70478.94334793091,411,70636.73830032349,411
70980.3397655487,411,71086.94267272949,411,71244.73690986633,411
71587.31412887573,411,71699.97954368591,411,71819.74363327026,411
72195.32060623169,411,72269.98448371887,410,72420.73488235474,411
72808.29119682312,411,72845.9894657135,411,72939.76974487305,411
73379.32085990906,411,73423.97785186768,411,73547.67751693726,410
73955.3337097168,411,73997.9898929596,411,74145.7667350769,410
74533.32471847534,411,74573.98772239685,411,74699.70870018005,411
75107.31840133667,411,75181.99038505554,411,75275.70652961731,410
75682.31916427612,412,75725.98528862,411,75882.78794288635,410
76290.32063484192,411,76300.97794532776,412,76458.72616767883,410
76834.35225486755,411,76876.98245048523,411,77067.70133972168,410
77410.325050354,411,77452.98194885254,411,77674.71027374268,410
77986.32669448853,411,78028.98383140564,412,78250.74219703674,410
78562.326669693,411,78604.98476028442,412,78826.73978805542,411
79138.33904266357,411,79179.98814582825,412,79402.74024009705,411
79714.32518959045,411,79787.98270225525,411,79978.73067855835,411
80289.33930397034,411,80395.98417282104,411,80585.73937416077,411
80897.30143547058,411,80971.9569683075,411,81193.77279281616,411
81505.29384613037,411,81580.01041412354,412,81769.7422504425,411
82081.27069473267,411,82187.98422813416,412,82377.7403831482,412
82689.33176994324,411,82731.98390007019,412,82985.74304580688,412
83297.3325252533,411,83307.99055099487,412,83529.7429561615,412
83841.25185012817,411,83914.98565673828,412,84105.72743415833,412
84416.34368896484,411,84490.95106124878,412,84712.71181106567,411
85024.29580688477,411,85098.98161888123,412,85288.74182701111,411
85600.3270149231,411,85706.98571205139,411,85896.74854278564,411
86208.3330154419,412,86320.98245620728,411,86504.74190711975,411
86816.36190414429,411,86891.01552963257,411,87116.79410934448,411
87430.33027648926,411,87466.9897556305,411,87687.71386146545,411
87999.32599067688,411,88009.98878479004,411,88263.75555992126,412
88575.3264427185,411,88617.97308921814,411,88841.74990653992,412
89119.33779716492,411,89193.98474693298,412,89415.74025154114,412
89727.4272441864,411,89794.99292373657,412,89991.73665046692,412
90303.33209037781,411,90314.00418281555,412,90599.74718093872,411
90904.33239936829,411,90921.9880104065,412,91143.75042915344,411
91423.30574989319,411,91519.92440223694,412,91718.75309944153,412
92030.28631210327,411,92072.98636436462,412,92294.71683502197,412
92629.3318271637,411,92649.01852607727,412,92870.74589729309,412
93182.34395980835,411,93256.98471069336,412,93446.75040245056,411
93758.35466384888,411,93832.96179771423,412,94022.71723747253,411
94366.3284778595,411,94440.9909248352,412,94598.75226020813,412
94942.33059883118,411,95048.9935874939,412,95206.7220211029,411
95550.32801628113,411,95669.0001487732,412,95813.7013912201,411
96157.33242034912,411,96231.99605941772,412,96389.75024223328,410
96733.33048820496,411,96840.99221229553,412,96997.77150154114,411
97309.335231781,411,97447.95846939087,412,97605.7116985321,411
97885.33043861389,411,98023.99230003357,412,98149.74164962769,411
98461.29822731018,411,98599.99227523804,412,98725.75187683105,411
99069.3039894104,411,99174.99041557312,412,99333.76407623291,411
99677.3087978363,411,99751.99437141418,412,99909.75952148438,411
100252.3581981659,411,100360.00061035156,412,100516.71099662781,411
100860.33725738525,411,100967.00549125671,412,101124.75895881653,411
101468.33634376526,411,101542.99235343933,412,101738.74735832214,411
102012.33720779419,411,102150.9621143341,412,102308.75325202942,411
102588.33289146423,411,102758.9979171753,412,102884.75728034973,411
103196.34103775024,411,103301.99861526489,412,103428.74813079834,411
103772.3023891449,411,103878.01623344421,412,104036.74936294556,411
104379.33588027954,411,104485.9938621521,412,104611.75417900085,411
104987.3399734497,411,105061.97023391724,412,105212.76068687439,411
105600.33106803894,411,105670.02081871033,412,105731.7521572113,411
106171.34141921997,411,106278.01609039307,412,106339.75553512573,411
106747.3521232605,411,106890.92969894409,411,106937.75796890259,411
107325.33979415894,411,107460.9956741333,411,107490.75245857239,411
107899.3022441864,411,108038.00296783447,411,108066.74385070801,410
108475.32391548157,411,108615.96250534058,411,108674.75390434265,410
109082.3061466217,410,109188.99703025818,411,109250.71740150452,411
109626.33895874023,410,109764.95289802551,412,109859.75480079651,412
110202.3401260376,411,110373.00157546997,412,110466.76445007324,411
110778.3432006836,412,110916.96906089783,412,111042.75751113892,411
111354.34198379517,412,111493.00265312195,412,111617.75493621826,412
111929.30841445923,412,112067.96503067017,412,112193.7518119812,411
112505.33843040466,412,112643.99480819702,412,112769.7594165802,411
113081.32290840149,412,113219.9318408966,412,113377.69412994385,411
113689.33725357056,411,113795.9897518158,412,113985.7280254364,411
114297.31440544128,411,114371.96469306946,412,114561.80572509766,411
114873.29888343811,412,114979.97164726257,412,115169.74663734436,411
115481.32300376892,412,115587.99386024475,412,115776.72696113586,411
116088.34481239319,412,116163.94972801208,412,116320.72329521179,411
116632.30347633362,412,116770.9743976593,412,116896.75617218018,411
117208.35041999817,412,117379.02998924255,411,117504.82511520386,411
117816.30277633667,412,117922.99675941467,411,118080.75594902039,411
118392.36307144165,412,118498.9721775055,411,118688.75885009766,411
119000.38766860962,411,119107.00273513794,412,119296.77414894104,411
119608.34217071533,411,119683.04228782654,412,119908.7564945221,411
120222.30434417725,411,120291.0144329071,412,120479.81357574463,411
120791.34321212769,411,120898.00548553467,412,121056.80918693542,411
121367.33937263489,411,121512.05348968506,412,121633.73613357544,411
121911.34214401245,411,122082.00812339783,412,122207.76176452637,411
122519.3464756012,411,122658.0011844635,412,122783.7553024292,411
123095.35646438599,411,123202.01897621155,412,123391.75820350647,411
123696.3746547699,412,123810.0061416626,411,123935.75811386108,410
124215.31248092651,412,124386.0092163086,411,124510.72311401367,410
124822.3123550415,412,124986.00935935974,412,125086.7600440979,411
125421.32830619812,411,125504.90617752075,412,125662.7905368805,411
125974.34639930725,411,126113.01159858704,412,126238.7580871582,411
126550.35996437073,411,126712.0087146759,412,126814.73422050476,411
127158.3502292633,411,127265.00821113586,412,127390.73419570923,411
127733.34646224976,411,127840.00635147095,412,127998.76070022583,411
128342.35167503357,411,128415.96531867981,411,128606.80317878723,411
128949.31888580322,411,128992.02728271484,411,129181.76221847534,411
129569.34976577759,411,129599.96628761292,412,129789.76082801819,411
130133.36300849915,411,130208.0066204071,412,130397.76945114136,411
130742.34771728516,412,130784.02209281921,412,130941.77603721619,411
131349.35522079468,412,131391.96753501892,412,131517.7686214447,411
131924.3140220642,412,131998.92568588257,412,132124.70078468323,412
132500.34976005554,412,132543.01476478577,412,132700.6688117981,412
133076.32398605347,412,133119.00281906128,411,133308.78901481628,411
133652.36902236938,412,133726.97591781616,411,133916.73183441162,411
134260.36405563354,412,134303.00974845886,411,134530.779838562,411
134868.34955215454,412,134911.00907325745,412,135100.76570510864,410
135444.31686401367,411,135519.01030540466,412,135676.73873901367,410
136051.35130882263,412,136133.0099105835,412,136219.77400779724,410
136659.35468673706,412,136702.02779769897,412,136827.76832580566,411
137203.35388183594,412,137278.00798416138,412,137403.7401676178,411
137779.35791015625,412,137821.98429107666,412,138004.76551055908,410
138387.3553276062,412,138430.01222610474,412,138523.76770973206,410
138963.35458755493,412,139005.98740577698,412,139131.77180290222,411
139571.32244110107,412,139608.01458358765,412,139729.76660728455,411
140178.3275604248,411,140125.9787082672,412,140283.73527526855,410
140791.31746292114,412,140733.02483558655,412,140858.74390602112,410
141362.3561859131,411,141332.04531669617,412,141466.7956829071,410
141938.32421302795,411,141885.02264022827,412,142042.77181625366,410
142516.31999015808,412,142460.9775543213,412,142650.79593658447,411
143090.35563468933,411,143032.0110321045,411,143258.77976417542,411
143666.35417938232,411,143549.01671409607,411,143878.74698638916,411
144273.36859703064,412,144155.9875011444,411,144442.72375106812,411
144817.35467910767,412,144757.01546669006,411,145050.7733821869,410
,,145276.0145664215,412,,
