time0,amp0,time1,amp1,time2,amp2
284.87634658813477,401,405.5783748626709,401,228.5609245300293,400
860.8853816986084,429,1013.5776996612549,429,747.5666999816895,429
1469.8774814605713,429,1589.5776748657227,429,1355.562686920166,429
2076.8847465515137,428,2196.5723037719727,429,1953.575611114502,429
2652.89044380188,428,2804.56805229187,429,2507.5345039367676,429
3227.890968322754,428,3417.5779819488525,429,3083.5540294647217,429
3803.9071559906006,428,3988.576650619507,429,3691.5464401245117,429
4379.914045333862,428,4564.557075500488,429,4267.559051513672,429
4987.905979156494,429,5108.574867248535,429,4875.557422637939,429
5595.921993255615,429,5716.566324234009,429,5482.593297958374,429
6171.917676925659,429,6291.5802001953125,429,6058.540344238281,429
6779.8752784729,429,6892.561197280884,429,6634.568214416504,429
7355.911493301392,429,7411.553621292114,429,7210.57915687561,428
7898.891448974609,429,8019.578456878662,429,7786.539316177368,428
8442.883729934692,429,8617.583513259888,429,8394.539594650269,428
9019.935607910156,429,9170.581579208374,429,9001.566410064697,429
9562.888622283936,429,9746.549844741821,429,9577.614784240723,429
10106.88853263855,429,10355.580806732178,429,10185.566663742065,429
10682.889223098755,429,10930.560111999512,429,10761.5807056427,429
11290.907859802246,429,11539.58010673523,429,11305.567979812622,429
11898.93889427185,429,12146.570682525635,429,11848.567962646484,429
12518.91303062439,429,12722.563982009888,429,12425.56357383728,429
13081.909656524658,429,13297.58334159851,430,12968.595266342163,429
13689.881324768066,429,13873.564958572388,430,13512.571334838867,429
14267.882108688354,429,14449.579954147339,430,14088.558912277222,429
14841.93730354309,429,15057.567358016968,430,14696.56753540039,429
15416.908979415894,429,15665.600061416626,430,15304.569005966187,430
16025.914192199707,429,16241.549968719482,430,15924.577474594116,430
16568.93539428711,429,16849.579572677612,430,16487.550020217896,430
17144.943952560425,429,17425.58741569519,430,17095.551013946533,430
17720.89171409607,428,17968.579530715942,430,17674.619674682617,430
18264.888286590576,428,18512.560844421387,430,18247.59602546692,430
18808.891773223877,428,19089.590311050415,429,18823.552131652832,430
19384.783029556274,429,19632.599353790283,429,19431.57196044922,430
19991.926670074463,429,20176.58543586731,429,19975.57044029236,430
20599.911212921143,429,20752.61378288269,429,20551.562309265137,430
21207.91530609131,429,21360.60070991516,429,21126.575469970703,430
21783.910989761353,429,21968.583345413208,430,21702.567100524902,429
22359.888076782227,429,22588.5968208313,430,22278.616905212402,429
22903.900623321533,429,23151.618719100952,429,22854.559183120728,429
23479.888200759888,429,23759.5853805542,429,23398.507356643677,429
24086.91716194153,429,24337.58568763733,429,23942.57354736328,429
24663.941621780396,429,24911.569595336914,429,24518.574237823486,429
25270.926475524902,429,25487.593412399292,429,25126.59788131714,429
25878.901958465576,429,26095.588207244873,429,25733.509302139282,429
26486.916542053223,429,26638.561248779297,429,26341.490745544434,429
27062.918424606323,429,27214.590072631836,429,26917.46425628662,429
27670.940160751343,429,27790.58837890625,430,27493.576526641846,429
28245.917797088623,429,28334.596395492554,430,28037.569522857666,429
28789.923667907715,429,28878.596544265747,429,28644.583225250244,429
29333.938360214233,429,29454.588413238525,429,29221.577882766724,429
29909.93022918701,429,30061.585903167725,429,29821.571111679077,429
30517.92287826538,429,30669.58975791931,429,30340.578079223633,429
31125.917196273804,429,31277.593851089478,429,30948.559522628784,429
31733.9084148407,429,31853.588342666626,429,31546.573162078857,429
32309.933185577393,429,32429.592609405518,429,32100.574731826782,429
32884.9310874939,429,32973.589181900024,429,32677.064180374146,429
33428.92575263977,429,33549.59845542908,429,33251.577854156494,429
34036.92936897278,429,34156.61120414734,429,33827.58378982544,429
34612.9264831543,429,34733.588218688965,429,34435.53280830383,429
35212.89849281311,429,35340.60049057007,429,35043.01714897156,429
35731.92811012268,429,35948.59600067139,429,35619.53258514404,429
36339.89906311035,429,36556.61344528198,429,36227.59747505188,429
36938.93265724182,429,37132.59530067444,429,36834.56897735596,429
37491.920709609985,429,37740.58032035828,429,37378.57699394226,429
38067.91114807129,429,38315.58895111084,429,37954.559087753296,429
38675.923347473145,429,38859.59458351135,430,38562.57438659668,429
39251.92403793335,429,39403.65934371948,430,39138.59152793884,429
39859.88473892212,429,39979.60543632507,430,39746.58155441284,429
40466.899156570435,429,40587.58020401001,430,40354.58278656006,429
41042.91844367981,429,41195.59645652771,429,40968.56784820557,429
41618.92914772034,429,41803.62272262573,429,41537.561655044556,429
42194.921255111694,429,42379.60982322693,429,42113.582372665405,429
42770.946979522705,429,42954.59794998169,429,42657.588958740234,429
43378.92532348633,429,43498.592376708984,429,43265.578746795654,429
43985.93211174011,429,44106.60219192505,429,43841.5789604187,429
44561.92684173584,429,44682.605504989624,429,44442.569971084595,429
45169.928789138794,429,45282.59491920471,429,44961.57789230347,429
45745.89157104492,429,45801.59640312195,429,45568.5830116272,429
46289.92938995361,429,46410.59684753418,429,46167.58584976196,429
46833.927631378174,429,47008.59999656677,429,46720.585107803345,429
47409.92736816406,429,47561.591148376465,429,47296.5874671936,429
47953.86481285095,429,48137.598514556885,429,47904.55102920532,429
48497.92957305908,429,48745.60189247131,429,48479.525089263916,429
49072.930097579956,429,49321.58589363098,429,49088.56701850891,430
49680.936098098755,429,49929.603099823,429,49666.584491729736,430
50288.931369781494,429,50536.60297393799,429,50239.6125793457,430
50908.947706222534,429,51112.58363723755,429,50815.582036972046,430
51471.94409370422,429,51688.59553337097,430,51423.590421676636,429
