time0,amp0,time1,amp1,time2,amp2
0,401,0,401,0,401
0,432,0,432,0,432
1000,432,1000,432,1000,432
1000,432,1000,431,2000,432
2000,432,2000,432,2000,432
3000,432,3000,432,3000,432
3000,432,3000,432,3000,432
4000,432,4000,432,4000,432
4000,432,4000,432,4000,432
5000,432,5000,432,5000,432
6000,432,6000,432,6000,432
6000,432,6000,432,6000,432
7000,432,7000,432,7000,432
7000,432,7000,432,7000,432
8000,432,8000,432,8000,432
8000,432,8000,432,9000,432
9000,432,9000,432,9000,432
10000,432,10000,432,10000,432
10000,432,10000,432,10000,432
11000,432,11000,432,11000,432
11000,432,11000,432,12000,432
12000,432,12000,432,12000,432
12000,432,13000,432,13000,432
13000,432,13000,432,13000,432
14000,432,14000,432,14000,432
14000,432,14000,432,14000,432
15000,432,15000,432,15000,432
15000,432,15000,432,16000,432
16000,432,16000,432,16000,432
17000,432,17000,432,17000,432
17000,432,17000,432,17000,432
18000,432,18000,432,18000,432
18000,432,18000,432,19000,432
19000,432,19000,432,19000,432
19000,432,19000,432,20000,432
20000,432,20000,432,20000,432
21000,432,21000,432,21000,431
21000,432,21000,432,21000,431
22000,432,22000,432,22000,432
22000,432,22000,432,23000,432
23000,432,23000,432,23000,432
23000,432,24000,432,24000,432
24000,432,24000,432,24000,432
25000,432,25000,432,25000,432
25000,432,25000,432,25000,432
26000,432,26000,432,26000,432
26000,432,26000,432,27000,432
27000,432,27000,432,27000,432
28000,432,28000,432,28000,432
28000,432,28000,432,28000,432
29000,431,29000,432,29000,432
29000,431,29000,432,30000,432
30000,432,30000,432,30000,432
30000,432,31000,432,31000,432
31000,432,31000,432,31000,432
32000,432,32000,432,32000,432
32000,432,32000,432,32000,432
33000,432,33000,432,33000,432
33000,432,33000,432,34000,432
34000,432,34000,432,34000,432
35000,432,35000,432,35000,432
35000,432,35000,432,35000,432
36000,432,36000,432,36000,432
36000,432,36000,432,36000,432
37000,432,37000,432,37000,432
38000,432,37000,433,38000,432
38000,432,38000,433,38000,432
39000,432,39000,433,39000,432
39000,432,39000,433,39000,432
40000,432,40000,432,40000,432
40000,432,40000,432,41000,432
41000,432,41000,432,41000,432
